LABEL,population_density,crash_rate
1011.10,0.0,0.0
1011.22,147.51696630033695,0.0
1012.20,0.0,0.0
1012.21,1031.2172980221196,0.0
1012.22,805.9232590931418,0.0
1013.00,0.0,0.0
1014.00,0.0,0.0
1021.03,160.84280178577404,0.0
1021.04,226.98750927663858,0.0
1021.05,313.7459453877829,0.0
1021.07,25.84781161740305,0.0
1031.01,123.81740157117854,0.0
1031.02,334.5040014048287,0.22381378692927484
1032.01,210.32023795279028,0.0
1032.02,38.137907184182815,0.0
1033.00,0.0,0.0
1034.01,169.16551137382032,0.0
1034.02,321.9843369995141,0.0
1041.03,416.73331626294794,0.0
1041.05,935.9751475850286,0.0
1041.08,419.5534659274975,0.0
1041.24,84.8166250549163,0.0
1042.01,368.6313883535798,0.0
1042.03,653.2777305221009,0.0
1042.04,130.28385731527342,0.0
1043.10,0.0,0.0
1043.21,522.9481764995353,0.0
1043.22,249.08396765166896,0.5387931034482758
1044.01,420.55254643144576,0.0
1044.03,307.2546371358872,0.0
1044.04,580.931019373967,0.0
1045.00,0.0,0.0
1046.10,0.0,0.0
1046.20,0.0,0.0
1047.01,660.9232649377759,0.0
1047.03,183.39800722554142,0.0
1047.04,260.4442805563083,0.0
1048.21,607.2892692662281,0.0
1048.22,338.0648682969534,0.0
1048.23,558.6868490801538,0.0
1048.24,405.2105906132006,0.0
1060.10,0.0,0.0
1060.20,0.0,0.0
1061.11,156.94169296532743,0.0
1061.12,144.9023767359993,0.0
1061.13,246.84977829807178,0.0
1061.14,634.6392704175154,0.0
1064.03,324.37387153986305,0.0
1064.05,328.99432466410093,0.0
1064.06,290.309920978074,0.0
1064.07,933.7844053298244,0.0
1064.08,1554.2759247559527,0.0
1065.10,0.0,0.0
1065.20,0.0,0.0
1066.03,33.13685044253566,0.0
1066.04,154.2031605044853,0.0
1066.41,171.50637771564644,0.0
1066.42,206.95537357310354,0.0
1066.43,92.31360811814996,0.0
1066.45,134.9609838745383,0.0
1066.46,194.60768937214104,0.0
1066.48,552.2496386866381,0.0
1066.49,224.54040507212022,0.0
1070.10,0.0,0.0
1070.20,0.0,0.0
1081.01,175.18169852617407,0.0
1081.02,147.93116510599782,0.0
1081.03,110.59149052694016,0.0
1081.04,197.29297794188832,0.0
1082.02,159.2471942982959,0.0
1082.03,213.73293493208433,0.0
1082.04,115.56348372298751,0.0
1091.00,0.0,0.0
1092.00,0.0,0.0
1093.00,0.0,inf
1094.00,0.0,inf
1095.00,0.0,0.0
1096.01,208.39835358963808,0.0
1096.03,375.5889660312196,0.0
1096.04,215.1809019205011,0.0
1097.00,0.0,0.0
1098.00,0.0,0.0
1111.00,0.0,0.0
1112.01,159.0776320325486,0.0
1112.02,285.7980470133157,0.0
1112.04,165.6039641191535,0.0
1112.05,290.74239982191926,0.0
1112.06,152.15139369412677,0.0
1113.02,297.1976729600641,0.0
1113.03,271.32468886109655,0.2189621195533173
1113.04,654.6060675253316,0.0
1114.01,242.33305545573432,0.0
1114.02,573.7882040234175,0.0
1131.01,145.02168739774572,0.0
1131.02,75.42478942144932,0.0
1132.11,52.78367214682489,0.0
1132.12,267.22807785197944,0.0
1132.13,361.97067039090894,0.0
1132.31,50.09903617684779,0.0
1132.32,214.8463561837758,0.0
1132.34,512.2727884214377,0.0
1132.35,110.05381982550644,0.0
1132.37,93.25768178059398,0.0
1132.38,601.6946060030808,0.0
1132.39,456.58023193073444,0.0
1133.01,175.36711172650033,0.0
1133.03,86.17744777964042,0.26322716504343247
1133.22,247.56276191646262,0.0
1133.23,501.0541855109094,0.0
1133.24,812.3887445172019,0.0
1134.23,371.9422887440061,0.0
1134.24,167.18325159038508,0.0
1134.25,1164.8841377180563,0.0
1134.26,114.6185889247237,0.0
1134.27,855.1213168733314,0.0
1134.28,301.2929303180145,0.24271844660194175
1151.01,120.4703692961926,0.0
1151.03,159.43391878725257,0.0
1151.04,401.08372497090716,0.0
1152.02,321.94522277024697,0.0
1152.03,296.3550071880465,0.0
1152.04,476.5002518507337,0.0
1153.01,251.23656930227506,0.0
1153.02,425.7285782359668,0.26048450117218025
1154.01,274.90189226594475,0.0
1154.03,446.1045256301372,0.29594554601953244
1154.04,255.2473494914444,0.0
1171.01,623.7423177821964,0.0
1171.02,217.08370360366627,0.0
1172.01,482.1271235836481,0.0
1172.02,144.34422529477953,0.0
1173.01,265.6370635786385,0.0
1173.02,224.14598756029517,0.20202020202020202
1173.03,214.7580561942065,0.0
1174.04,274.47069810806596,0.0
1174.05,1403.0861569613712,0.0
1174.07,1492.0696456909623,0.0
1174.08,618.1473609527205,0.0
1175.10,0.0,0.0
1175.20,0.0,0.0
1175.30,0.0,0.0
1190.01,370.78410412056746,0.0
1190.03,363.47837988892854,0.30012004801920766
1190.04,301.7451109694721,0.0
1192.01,387.9719088115328,0.0
1192.02,447.82881671630025,0.0
1193.10,0.0,0.0
1193.20,0.0,0.0
1193.40,0.0,0.0
1193.41,781.1629991111292,0.0
1193.42,1183.5460081222266,0.0
1194.00,0.0,0.0
1197.00,0.0,0.0
1198.01,409.99316487284517,0.0
1198.02,456.4680110235535,0.0
1199.00,0.0,0.0
1200.10,0.0,0.0
1200.20,0.0,0.0
1200.30,0.0,0.0
1201.03,1931.7270472724467,0.0
1201.04,532.8291440835661,0.0
1201.05,464.61929875423334,0.36297640653357527
1201.06,1928.532531102695,0.2335357309668379
1201.07,1851.1807592376285,0.0
1201.08,1094.46366961359,0.0
1203.00,0.0,0.0
1204.00,0.0,inf
1210.10,0.0,0.0
1210.20,0.0,0.0
1211.01,658.0913542589833,0.0
1211.02,27.775006575059464,0.4436557231588288
1212.10,0.0,0.0
1212.21,377.15608519545356,0.0
1212.22,355.726648541123,0.0
1216.00,0.0,0.0
1218.01,822.953546817393,0.0
1218.02,311.9490899465707,0.3132832080200501
1219.00,0.0,0.0
1220.00,0.0,inf
1221.20,0.0,0.0
1221.21,614.7974582749002,0.0
1221.22,230.5069279403187,0.0
1222.00,0.0,0.0
1224.10,0.0,0.0
1224.20,0.0,0.0
1230.10,0.0,0.0
1230.20,0.0,0.0
1231.03,400.8438987075328,0.0
1231.04,558.6212249754284,0.0
1232.03,462.6424794667343,0.0
1232.04,955.1490156600261,0.0
1232.05,347.4889525494019,0.0
1232.06,380.6679616320988,0.0
1233.01,281.97371717938415,0.0
1233.03,416.8690719939163,0.0
1233.04,468.72954333321564,0.0
1234.10,0.0,0.0
1234.20,0.0,inf
1235.10,0.0,0.0
1235.20,0.0,0.0
1236.01,333.3287532481273,0.0
1236.02,310.3466156298603,0.0
1237.00,0.0,0.0
1238.00,0.0,0.0
1239.01,314.37392509966196,0.22888532845044632
1239.02,385.66811272463895,0.0
1240.00,0.0,0.0
1241.02,522.7789968232889,0.27374760470845877
1241.03,542.3369882502378,0.0
1241.04,795.2314263002977,0.0
1241.05,627.2340724998425,0.0
1242.01,329.08908941419133,0.0
1242.03,591.1142580610909,0.0
1242.04,726.7105127317446,0.0
1243.00,0.0,0.0
1244.00,0.0,0.0
1245.00,0.0,inf
1246.00,0.0,0.0
1247.00,0.0,0.0
1249.02,858.6035754749107,0.0
1249.03,1182.6748633795105,0.0
1251.01,638.4228516838257,0.0
1251.02,293.9469208249599,0.0
1252.00,0.0,0.0
1253.10,0.0,0.0
1253.21,1017.7119684606349,0.0
1253.22,520.2900079211896,0.0
1254.02,484.3286100720596,0.0
1254.03,1431.7274844986475,0.0
1254.04,1215.1460608780885,0.0
1255.01,594.3703608965278,0.0
1255.02,656.6825154494487,0.0
1256.00,0.0,0.0
1271.02,572.2045962720157,0.0
1271.03,1089.4015389589454,0.0
1271.04,567.9828616337786,0.0
1272.10,0.0,0.0
1272.20,0.0,0.0
1273.00,0.0,inf
1274.00,0.0,0.0
1275.20,0.0,inf
1276.03,618.7425871050197,0.3480682213713888
1276.04,673.7182350251104,0.0
1276.05,527.4130286182507,0.0
1276.06,549.8877076859411,0.0
1277.11,316.7719099434038,0.0
1277.12,659.6435504053215,0.24709661477637757
1278.03,725.1969821296244,0.0
1278.04,645.4239584775133,0.0
1278.05,531.2912535734033,0.0
1278.06,507.1404123345909,0.0
1279.10,0.0,0.0
1279.20,0.0,0.0
1281.01,404.197946023184,0.0
1281.02,700.5308990644457,0.0
1282.10,0.0,0.0
1282.20,0.0,0.0
1283.02,614.8774661585913,0.0
1283.03,770.3044323279584,0.0
1284.00,0.0,0.0
1285.00,0.0,0.0
1286.01,659.7450016288456,0.0
1286.02,220.07810184558818,0.0
1287.03,401.3134730387165,0.0
1287.04,259.6637996364582,0.0
1288.01,729.4939942500337,0.0
1288.02,412.99331889577894,0.0
1289.10,0.0,0.0
1310.21,534.7194928166681,0.0
1310.22,530.1138596762414,0.0
1310.23,418.78671308888465,0.0
1310.24,422.6809391395009,0.2568053415511043
1311.00,0.0,0.0
1312.00,0.0,0.0
1313.00,0.0,0.0
1314.00,0.0,0.0
1316.00,0.0,0.0
1317.01,686.890663698935,0.0
1317.02,472.72509718559184,0.0
1318.01,407.5535343305284,0.0
1318.02,329.3517705142742,0.4278990158322636
1319.00,0.0,0.0
1320.01,260.316226964301,0.0
1320.02,208.1466366064369,0.0
1321.01,471.4674548686018,0.0
1321.02,338.28243795325045,0.0
1323.01,532.4260572636174,0.0
1323.02,455.6489735775042,0.0
1325.01,614.0337019193363,0.0
1325.02,505.2857961548607,0.0
1327.00,0.0,0.0
1329.00,0.0,0.0
1330.00,0.0,inf
1331.01,239.190686066541,0.0
1331.02,426.0182940670253,0.0
1340.01,550.4483064520649,0.0
1340.02,496.15123363600907,0.0
1341.01,406.23477002951626,0.0
1341.03,368.97291815015114,0.0
1341.04,584.4316280826902,0.0
1342.01,257.30209515017077,0.0
1343.02,313.59197874364787,0.0
1343.03,319.76922160483855,0.0
1343.04,260.6721217888045,0.0
1343.05,959.5537797825755,0.0
1343.06,554.4645074581933,0.0
1344.21,191.55825333259278,0.0
1344.22,200.95591613359383,0.0
1344.23,202.59349374822,0.0
1344.24,70.97818015675084,0.0
1345.20,0.0,0.0
1345.21,722.5978887518717,0.0
1345.22,682.6735416259722,0.22119000221190002
1347.10,0.0,0.0
1347.20,0.0,0.0
1348.01,296.65561266528687,0.0
1348.02,305.3657491453266,0.0
1349.01,215.99536627003306,0.4050222762251924
1349.04,434.808037079141,0.0
1349.05,217.15647088387976,0.0
1349.06,1559.0449604599412,0.0
1349.07,914.625235559519,0.0
1351.02,214.27698716691532,0.0
1351.11,340.20000144079097,0.0
1351.13,430.19470802116797,0.0
1351.15,1092.2578044631887,0.0
1351.16,149.51207971675822,0.0
1352.01,181.90042736997518,0.33344448149383127
1352.02,250.11565105294974,0.0
1352.04,233.3316154499846,0.0
1352.05,65.85433604221173,0.0
1370.00,0.0,0.0
1371.03,623.6977194316404,0.0
1371.04,80.89063830629739,0.0
1372.02,359.6680826787687,0.0
1372.03,214.46623328046738,0.0
1373.01,125.94180803485249,0.0
1373.02,173.2956934842263,0.0
1374.01,182.60421537168955,0.0
1374.02,177.9933794612336,0.0
1375.01,203.04170430023356,0.0
1375.02,203.6653446482688,0.0
1375.04,45.73283324766083,0.0
1380.00,0.0,0.0
1390.01,413.28878507187875,0.0
1392.00,0.0,0.0
1393.01,134.12748128403402,0.24172105390379503
1393.02,1373.4954276126105,0.0
1393.03,1074.6940105795093,0.20802995631370916
1394.01,248.9481629956247,0.0
1394.02,107.73894582051993,0.0
1395.02,294.00965159275563,0.0
1395.04,1209.778851428366,0.0
1395.05,1379.1597210637303,0.0
1395.06,1582.7552369249436,0.0
1396.00,0.0,0.0
1397.01,154.03535829547965,0.0
1397.03,50.1778968866811,0.0
1397.04,41.99775555807113,0.0
1397.05,122.44134930710811,0.0
1398.01,89.03712645293704,0.0
1398.02,58.59261753355883,0.0
1411.01,574.1238800647911,0.0
1411.02,352.9489407026488,0.3379520108144643
1412.01,524.0107658897333,0.0
1412.02,412.8050960669531,0.0
1413.03,1080.2088295350359,0.0
1413.04,384.42241611924914,0.0
1413.05,391.5491334956198,0.0
1413.06,499.6513024115675,0.0
1414.00,0.0,0.0
1415.00,0.0,inf
1416.00,0.0,inf
1417.00,0.0,0.0
1431.01,150.40286418331704,0.0
1431.02,516.3060582057045,0.45998160073597055
1432.00,0.0,0.0
1433.01,523.9795851162355,0.0
1433.02,295.8477102507996,0.0
1434.01,443.95786557711006,0.0
1434.02,280.79498805436975,0.5104645227156713
1435.00,0.0,0.0
1436.02,366.7620591131586,0.0
1436.03,433.53834726700006,0.0
1436.05,535.7471442372748,0.0
1436.06,671.5543146277955,0.0
1437.00,0.0,0.0
1438.01,207.76599171023503,0.0
1438.02,181.3103582476092,0.0
1439.01,71.1691725213925,0.0
1439.02,116.43800659568552,0.0
1810.00,0.0,inf
1813.00,0.0,0.0
1814.00,0.0,0.0
1815.00,0.0,0.0
1816.00,0.0,0.0
1831.01,284.3001701160811,0.337609723160027
1831.03,624.7700226101678,0.0
1831.04,270.2997549199157,0.0
1832.20,0.0,0.0
1832.21,419.6058626438547,0.0
1832.22,346.04376536194565,0.0
1833.00,0.0,0.0
1834.01,496.183551492045,0.0
1834.02,574.4954808775901,0.31496062992125984
1835.10,0.0,0.0
1835.20,0.0,0.0
1836.10,0.0,inf
1836.20,0.0,0.0
1837.01,581.0027020373734,0.0
1837.02,313.0361189876515,0.0
1838.10,0.0,inf
1838.20,0.0,0.0
1851.01,274.46451657867897,0.0
1851.02,222.46380895760706,0.0
1852.02,315.8405188838795,0.2439619419370578
1852.03,423.25115522630847,0.0
1852.04,182.02512227321984,0.0
1853.10,0.0,0.0
1853.20,0.0,0.0
1861.00,0.0,0.0
1862.01,600.4888505611121,0.0
1862.02,411.44334305940095,0.0
1862.03,303.51463973476945,0.0
1863.01,218.4766671026527,0.0
1863.02,260.15276941073716,0.0
1864.01,284.2601333163937,0.3392130257801899
1864.03,431.29617809545437,0.0
1864.04,585.4872740285447,0.0
1871.01,367.0793563188671,0.0
1871.02,190.58696919934076,0.0
1872.00,0.0,0.0
1873.00,0.0,0.0
1881.00,0.0,0.0
1882.01,339.8036205989084,0.0
1882.02,372.12671277386426,0.32862306933946767
1883.00,0.0,0.0
1891.01,578.4986455214961,0.0
1891.02,561.5235476320406,0.2633658151171978
1892.01,792.7068784860213,0.0
1892.02,284.3921938981749,0.0
1893.00,0.0,0.0
1894.00,0.0,0.0
1895.01,599.7773676654525,0.0
1895.02,686.4618821892598,0.0
1896.00,0.0,0.0
1897.02,152.42499522857236,0.8357709987463435
1897.03,54.715979994392065,0.0
1897.04,200.3280501234614,0.0
1898.01,495.8132968463492,0.0
1898.02,576.364987806469,0.0
1899.03,2424.22838235988,0.0
1899.04,1415.7149015838165,0.41118421052631576
1899.05,870.5696752682893,0.0
1899.06,1141.3036293720825,0.0
1899.07,1456.1134342588477,0.0
1901.01,662.1053734795843,0.6253908692933083
1901.02,555.3569114508404,0.0
1902.01,1504.2595855135437,0.5445140212360469
1902.02,1195.520960515443,0.0
1903.02,1050.1738392267027,0.36886757654002217
1903.03,1445.3566172514336,0.7861635220125787
1904.01,1549.4620028626418,0.0
1904.02,1430.1426955913525,0.41339396444811904
1905.10,0.0,inf
1905.20,0.0,inf
1907.01,344.95372350448946,0.6086427267194157
1907.02,655.8921433956879,0.0
1908.01,880.6484240771434,0.3254149040026033
1908.02,567.4456106577758,0.0
1909.01,648.1814185416324,0.0
1909.02,748.7940333816767,0.25477707006369427
1910.00,0.0,0.0
1911.10,0.0,0.0
1911.20,0.0,0.0
1912.01,928.9181694453823,0.34952813701502966
1912.03,910.0057146620184,0.0
1912.04,707.8149428134794,0.0
1913.01,705.4474777498757,0.0
1913.02,401.3304192669334,0.0
1914.10,0.0,0.0
1914.20,0.0,0.0
1915.00,0.0,inf
1916.10,0.0,inf
1916.20,0.0,0.0
1917.10,0.0,0.0
1917.20,0.0,0.0
1918.10,0.0,0.0
1918.20,0.0,0.0
1919.01,517.7796659211979,0.0
1919.02,359.82779398679224,0.0
1920.01,379.30338484590425,0.0
1920.02,282.6152111075597,0.0
1923.00,0.0,inf
1924.10,0.0,0.0
1924.20,0.0,inf
1925.10,0.0,inf
1925.20,0.0,inf
1926.10,0.0,0.0
1926.20,0.0,inf
1927.00,0.0,inf
1941.01,119.58787363098817,0.0
1941.02,66.40107144168441,0.0
1942.00,0.0,0.0
1943.00,0.0,0.0
1944.01,521.2196010512304,0.0
1944.02,484.2657061093562,0.0
1945.00,0.0,0.0
1951.00,0.0,0.0
1952.01,434.9782369338811,0.0
1952.02,354.3832839500123,0.0
1953.00,0.0,inf
1954.00,0.0,0.0
1955.00,0.0,0.0
1956.00,0.0,inf
1957.10,0.0,0.0
1957.20,0.0,0.0
1958.02,661.261187312346,0.0
